949036777075105792	irrelevant
957480386484989954	irrelevant
956039291574112256	irrelevant
953642170535342086	irrelevant
956247944117800961	irrelevant
951926692213415937	irrelevant
957006409987706880	irrelevant
957598734447271937	irrelevant
947724156786954241	irrelevant
953254258635292672	irrelevant
951473021755248640	relevant
958121127234228238	irrelevant
951615414039007233	relevant
948905129922781184	relevant
952596595337412613	irrelevant
953378106714279938	relevant
951358286581911552	irrelevant
953384396089909248	relevant
950486424389857280	irrelevant
956929398019624960	irrelevant
958437417673003009	irrelevant
958642544023425024	irrelevant
951072352346849281	irrelevant
958093266951528448	irrelevant
950733942067523585	relevant
949724268115439617	relevant
948405759468949504	irrelevant
953587332027965441	irrelevant
958310627449212928	irrelevant
949281833539252226	irrelevant
950770699546832896	irrelevant
955634591942950912	irrelevant
953736441871392769	irrelevant
957659651964796928	irrelevant
950923421138989056	irrelevant
948862555937804288	relevant
957056021343678465	irrelevant
950798155188142083	irrelevant
951580540947320832	irrelevant
957106407282806785	irrelevant
948050407502200832	irrelevant
957810755545567233	irrelevant
954861398449950721	irrelevant
957881295199023104	irrelevant
956240921028452353	irrelevant
955350793418293248	relevant
947887126645039105	irrelevant
957150916548931584	irrelevant
950969524626616320	irrelevant
956905393086779392	irrelevant
953162320519335936	irrelevant
950700241946255360	irrelevant
957050402658074624	irrelevant
949300900899753984	irrelevant
956482202577104896	irrelevant
950614985696260097	irrelevant
950782607662469121	irrelevant
956205466526380032	irrelevant
951271853703729153	irrelevant
952251387852808193	irrelevant
957417322301542400	irrelevant
951040866545733632	irrelevant
953275086756302849	irrelevant
952752811485229056	irrelevant
954099470790201344	irrelevant
955937540544098304	irrelevant
949016264080535557	irrelevant
956953004157976576	irrelevant
949189263786201088	irrelevant
950281843978522624	relevant
951942878879735817	irrelevant
951656051190960129	irrelevant
958734916551893000	irrelevant
949082042440044545	irrelevant
952585454053969921	irrelevant
958227010349944832	irrelevant
951337403918118917	irrelevant
952519331715272704	irrelevant
957095820314185728	irrelevant
958109889296973824	irrelevant
950913155814670336	irrelevant
953597555925049344	irrelevant
957163752050237440	irrelevant
950411621590953986	irrelevant
955875121234923520	irrelevant
950023168625844225	irrelevant
953402056404094977	relevant
949150994801180674	irrelevant
956669167540756480	irrelevant
955650063375765506	irrelevant
953075856250880001	irrelevant
949216017242316800	relevant
947949409496633345	irrelevant
951961506614308864	irrelevant
952066764141031424	irrelevant
958191796982550528	irrelevant
957092643992780801	irrelevant
956690848367824896	irrelevant
948953423663202305	irrelevant
958154486459109382	irrelevant
950800819745472512	relevant
954895096121626626	irrelevant
955285109409828865	irrelevant
957236431709237249	irrelevant
956256868883558401	irrelevant
949086973368598529	irrelevant
949268638606987264	irrelevant
958166507992752128	irrelevant
950935034407673857	irrelevant
950186605402259456	irrelevant
948821504791404544	irrelevant
953845290305540097	irrelevant
956662625252859904	irrelevant
958092206690263040	irrelevant
956039486592487426	relevant
954634675447672832	irrelevant
955379123953782791	irrelevant
948772838596517888	irrelevant
954140106641813504	irrelevant
953152528199311360	irrelevant
950230402475667457	relevant
953460641963978752	relevant
952365489765822464	irrelevant
957293674051842049	irrelevant
949756923099992065	irrelevant
950591674983632896	irrelevant
950419417376182277	irrelevant
958121259165863936	irrelevant
957170629148659712	irrelevant
949747578249375745	irrelevant
948807052935286784	relevant
950740231514480641	irrelevant
956223704865951744	irrelevant
957080842765000707	irrelevant
955128861116829696	irrelevant
950262921275301889	relevant
947905136868954112	irrelevant
948957958020493313	relevant
950015427073265664	irrelevant
956870127663833088	irrelevant
948126012159746049	irrelevant
952589410830340099	irrelevant
957792695702913024	irrelevant
957337377147686912	irrelevant
957399354939265026	irrelevant
948807028796993536	relevant
953149350082961408	irrelevant
953014342739464192	relevant
953162400102010881	irrelevant
954520850174238720	relevant
953368868789010433	irrelevant
952082532127801344	irrelevant
953036117544194048	irrelevant
958007245551349761	irrelevant
948101708072198144	irrelevant
953907420132249600	irrelevant
952904078266388481	irrelevant
955923346214019072	irrelevant
947691960093036545	irrelevant
952559256611405824	irrelevant
951127218360500225	irrelevant
947644334123429889	irrelevant
947748573000507392	irrelevant
950155678890582021	relevant
948956056511795200	irrelevant
956305437401452546	irrelevant
950976588056879104	irrelevant
958793229700354051	irrelevant
954093660550901760	irrelevant
951939232729325568	irrelevant
949125424210235392	irrelevant
950471916397191169	irrelevant
955319889958387712	irrelevant
953260847794618369	relevant
957963035431329792	irrelevant
953863815971688448	irrelevant
957478371184685057	irrelevant
953802637148700673	irrelevant
952655120814153728	irrelevant
948260458838052864	irrelevant
953591006796148736	irrelevant
955961014931075072	irrelevant
950726870319890434	irrelevant
954605232599785472	irrelevant
953172752822763520	relevant
948957625735155716	relevant
955845551748153344	irrelevant
957254261234118656	irrelevant
949555400613007360	irrelevant
957410317356724224	irrelevant
953131642696228864	irrelevant
948678328138964994	irrelevant
957728954177089536	irrelevant
956925984191795200	irrelevant
958570266111762434	irrelevant
954414477482569734	irrelevant
953670275907792896	irrelevant
950555431356657665	irrelevant
958094443499761664	irrelevant
954975409245904897	irrelevant
951851516062658561	irrelevant
953268421420113923	relevant
950911024315752448	irrelevant
949343868528586752	irrelevant
953797028311482368	irrelevant
948877931727613959	irrelevant
957323874105995264	irrelevant
948957992791232514	relevant
956985556961021967	irrelevant
955217868899127296	irrelevant
955315337347690496	irrelevant
952785810532773888	irrelevant
949626371059351553	irrelevant
953527943518617600	relevant
951795369393999872	irrelevant
948895468926504960	irrelevant
950681192264695808	relevant
949136942230208512	irrelevant
956818445009588225	irrelevant
958379384548737024	irrelevant
954120953956589568	irrelevant
953486825649094656	irrelevant
952951465953280000	irrelevant
958046117052104704	relevant
953276222175313920	irrelevant
955292136387284994	irrelevant
950850544737796096	irrelevant
948510623255683073	irrelevant
955023417979428864	irrelevant
955793291726929920	irrelevant
954653497500221441	irrelevant
952339417775030272	irrelevant
955336639957618688	relevant
955545542028820480	irrelevant
950790560750616576	irrelevant
948228457707851776	irrelevant
958665762931134464	irrelevant
951747859308724224	irrelevant
958783883574677509	relevant
950205021102145536	irrelevant
950483842657288193	irrelevant
947695451981017088	relevant
952371471854157824	irrelevant
948862601508868098	relevant
956628767031615488	irrelevant
951976864192573440	irrelevant
958466817764274177	irrelevant
949839425906905088	irrelevant
953237903559315456	irrelevant
956044414748626946	irrelevant
